Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR
Noor Aini Habibah; Ari Yuniastuti; R. Susanti; Lisdiana; Dewi Mustikaningtyas; Ananda Lutfiah; Siska Na'ilil Aulia; Taqqiya Rabbani,57201672057; 57190123395; 57216299222; 57194031476; 57195772831; 58567939400; 59334448700; 59334323000,Growth and production of secondary metabolites in the callus of Bima Brebes shallot varieties,2024,Biodiversitas,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204352344&doi=10.13057%2fbiodiv%2fd250855&partnerID=40&md5=600f3732ec3eb5a749ee6d1789982dcf,"Habibah NA, Yuniastuti A, Susanti R, Lisdiana, Mustikaningtyas D, Lutfiah A, Aulia SN, Rabbani T. 2024. Growth and production of secondary metabolites in the callus of Bima Brebes shallot varieties. Biodiversitas 25: 2811-2820. Shallots contain bioactive compounds that can be produced through callus culture. This study investigates the effects of growth regulators 2,4-D, picloram, and kinetin on the growth and production of secondary metabolites in shallot bulb callus. A Complete Randomized Design (CRD) with two factors was used in the experiment. The first factor was the concentrations of 2,4-D (0, 1, 2, and 3 ppm) and picloram (0, 1, 2, and 3 ppm). The second factor was kinetin concentrations (0, 0.25, and 0.5 ppm). The parameters evaluated were callus fresh weight, callus dry weight, percentage of callus formation, callus induction time, callus morphology, phytochemical components, and antioxidant activity. The optimal growth medium is crucial for developing growth curves. Bioactive compounds were identified using Liquid Chromatography-Mass Spectrometry (LC-MS). Results indicated that explants grown on a medium combining picloram and kinetin exhibited better growth than those grown on a 2,4-D and kinetin combination. The callus colors varied from white to yellowish-white, yellow, and brownish-yellow, with a crumbly texture. Callus from all treatments contained bioactive compounds indicated by antioxidant activity, flavonoid content, and total phenolics. LC-MS analysis identified 87 types of secondary metabolite compounds. Callus treated with picloram and kinetin consistently produced flavonoids and phenolics and exhibited antioxidant activity. © 2024, Society for Indonesian Biodiversity. All rights reserved.",Bioactive; callus; kinetin; picloram; shallots,Article,10.13057/biodiv/d250855,"Results indicated that explants grown on a medium combining picloram and kinetin exhibited better growth than those grown on a 2,4-D and kinetin combination, and bioactive compounds identified using Liquid Chromatography-Mass Spectrometry (LC-MS)."
R. Susanti; K. Kristamtini,57216299222; 59149646500,Lipid Profile and Blood Glucose Levels of Wistar Rats Fed a Non-High Fat Nutriment Supplemented with Black Garlic Extract,2024,International Journal of Food Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194535048&doi=10.7455%2fIJFS%2f13.1.2024.A4&partnerID=40&md5=6e014c1ab7820ec38ebde23b26857cc2,"Many studies related to the therapeutic effect of black garlic (BG) have been carried out on cancer, diabetes, neurodegenerative, cardiovascular, dyslipidemia and other diseases. This investigation was conducted to examine the effect of BG supplements on the lipid profile and blood glucose of rats fed a customary diet (non-high fat diet). A fermented black garlic product was extracted by a maceration method and its phytochemical components were analyzed using LCMS. Black garlic extract was given to healthy rats with a normal feed for 14 days. Twenty-four rats were divided into 4 groups of 6 rats. As a control, group A was given aquadest (placebo), and groups B, C, and D were given BG extract at a dose of 15 mg/kg BW, 30 mg/kg BW, and 45 mg/kg BW, respectively. On day 15, blood was taken from the retro-orbital plexus of the rats to measure the total levels of cholesterol, High-Density Lipoprotein-Cholesterol (HDL-C), Triglyceride (TG), Low-Density Lipoprotein-Cholesterol (LDL-C) and glucose. Black garlic made by fermentation at 80oC for 8 days contained more monosaccharides, disaccharides and oligosaccharides than fresh garlic. Black garlic contained 32 types of organosulfur compounds, and the 5 most abundant compounds were allicin (5.813%), allin (4.993%), isoallin (3.77%), cycloalliin (3.163%) and (-) S-allyl-L-cysteine (2.022%). Black garlic extract administration was able to maintain blood glucose homeostasis in rats fed a normal diet (non-high fat diet). Levels of total cholesterol, triglyceride, and LDL-C were significantly decreased in groups administered black garlic compared to the control group, whilst the level of HDL-C increased significantly in groups administered black garlic compared to the control group. © 2024 ISEKI-Food Association (IFA). All Rights Reserved.",Cholesterol; Fermentation; Phytochemical; Supplement; Triglyceride,Article,10.7455/IJFS/13.1.2024.A4,"Black garlic extract administration was able to maintain blood glucose homeostasis in rats fed a normal diet (non-high fat diet) and levels of total cholesterol, triglyceride, and LDL-C were significantly decreased in groups administered black garlic compared to the control group, whilst the level of HDL-C increased significantly in groups administered black garlic compared to the control group."
Wulan Christijanti; R. Susanti; Senda Kartika Rakainsa; Kartika Widyaningrum; Mohd Salim Bin Mohamed,57211083560; 57216299222; 57192981800; 59419135500; 57223995460,Antihyperlipidemic Activity of Tamarind (Tamarindus indica) Extract on the Lipid Profile of Albino Rats,2024,Biosaintifika,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209809264&doi=10.15294%2fbiosaintifika.v15i1.7579&partnerID=40&md5=778373f898947ff6b45510b183ca148b,"Tamarind are widely used as antioxidants, anti-diabetes, anti-hyperlipidemia, and anti-cholesterolemia. The aim of this research is to analyze the anti-hyperlipidemic activity of extracts of tamarind fruit pulp, seeds and leaves on the lipid profile of rats. Experimental research was designed with 20 male rats divided Control (C), Tamarind leaves (TL), Tamarind fruit pulp (TF), and Tamarind seeds (TS) extracts, each 500 mg/kg of body weight. All of the groups were given standard feed and induced with lard at 3 ml/rat/day for 14 days. On day 15, the rats were continued to be induced with lard and were given extracts according to each group for 2 weeks. The data obtained such as rats’ body weight, level of cholesterol, HDL (high-density lipoprotein), LDL (low-density lipoprotein), triglycerides (TG) and Malondialdehyde (MDA) were analyzed using anova (P<0.05) and the Duncan Multiple Range Test (DMRT). The results showed that each extract had a significant effect on cholesterol, HDL and MDA levels but not on body weight, LDL and triglycerides. Levels of MDA in the group with the extract were significantly lower than the control. Tamarind pulp, seeds and leaf extracts show antihyperlipidemic activity by reducing cholesterol and HDL levels. This can be the basis for using parts of the tamarind plant as a supplement for the community to maintain fat levels. © 2024, Universitas Negeri Semarang. All rights reserved.",anti-hyperlipidemia; lipid profile; malondialdehyde; tamarind,Article,10.15294/biosaintifika.v15i1.7579,"Tamarind pulp, seeds and leaf extracts show antihyperlipidemic activity by reducing cholesterol and HDL levels, which can be the basis for using parts of the tamarind plant as a supplement for the community to maintain fat levels."
R. Susanti; Muchamad Dafip; Dewi Mustikaningtyas; Agung Putra,57216299222; 57190132964; 57195772831; 57197818079,Predictive action of oncomiR in suppressing TP53 signaling pathway in hypoxia-conditioned colon cancer cell line HCT-116,2024,Cell Biology International,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204243082&doi=10.1002%2fcbin.12243&partnerID=40&md5=5093bfdf2bd9e886e3b9d50af477c6e4,"Hypoxia-induced heterogeneity in colorectal cancer (CRC) significantly impacts patient survival by promoting chemoresistance. These conditions alter the regulation of miRNAs, key regulators of crucial processes like proliferation, apoptosis, and invasion, leading to tumor progression. Despite their promising potential as diagnostic and therapeutic targets, the underlying mechanisms by which miRNAs influence hypoxia-mediated tumorigenesis remain largely unexplored. This study aims to elucidate the action of miRNAs in HCT-116 colorectal cancer stem cells (CSCs) under hypoxia, providing valuable insights into their role in tumor adaptation and progression. MiRNA expression was determined using Nanostring nCounter, and bioinformatic analysis was performed to explain the molecular pathway. A total of 50 miRNAs were obtained with an average count of ≥ 20 reads for comparative expression analysis. The results showed that hypoxia-affected 36 oncomiRs were increased in HCT-116, and 14 suppressor-miRs were increased in MSCs. The increase in miRNA expression occurred consistently from normoxia to hypoxia and significantly differed between mesenchymal stem cells (MSCs) and HCT-116. Furthermore, miR-16-5p and miR-29a-3p were dominant in regulating the p53 signaling pathway, which is thought to be related to the escape mechanism against hypoxia and maintaining cell proliferation. More research with a genome-transcriptome axis approach is needed to fully understand miRNAs’ role in adapting CRC cells and MSCs to hypoxia. Further research could focus on developing specific biomarkers for diagnosis. In addition, anti-miR can be developed as a therapy to prevent cancer proliferation or inhibit the adaptation of cancer cells to hypoxia. © 2024 International Federation of Cell Biology.",colorectal cancer; HCT-116; hypoxia; oncomiR; p53; tumor suppressor-miR,Article,10.1002/cbin.12243,"The results showed that hypoxia‐affected 36 oncomiRs were increased in HCT‐116, and 14 suppressor‐miRs were increased in MSCs, and miR‐16‐5p and miR‐29a‐3p were dominant in regulating the p53 signaling pathway, which is thought to be related to the escape mechanism against hypoxia and maintaining cell proliferation."
Titus Kristanto; Achmad Muzakki; Riza Akhsani Setyo Prayoga; S. Wahyuddin; Diah Ratnasari,57215526199; 59245032300; 59334460400; 57214590873; 59244824600,Implementation of an employee attendance system using Android based QR codes,2024,AIP Conference Proceedings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200329838&doi=10.1063%2f5.0219650&partnerID=40&md5=27ec8f21b25b65305abb0eaacfdde6ce,"The employee attendance system is the most important component of human resource management in an organization. So far, employees have made attendance using fingerprints. The problem faced during attendance using fingerprints is that the validation process takes a long time, and errors often occur in entering employee data. As the world of Industry 4.0 develops, the attendance process has shifted from a manual system to a computerized system. In an effort to increase the efficiency and accuracy of employee attendance, as well as to adopt modern technology, a QR code-based attendance system on the Android platform is needed. The attendance system was developed using the Java programming language, smartphones using the Android platform, and the Extreme Programming development method. The stages of the waterfall method are analysis, design, development, testing, and maintenance. The implementation of this QR Code-based attendance system is expected to increase the efficiency of employee attendance management, reduce the risk of data manipulation, and enable companies to track attendance in real-time. The waterfall method was chosen to ensure that this project was implemented with clear stages, strict control, and quality results. © 2024 Author(s).",Android Platform; Extreme Programming; Java Programming; QR Code Attendance; Waterfall Method,Conference paper,10.1063/5.0219650,
Mohammad Iyo Agus Setyono; Nurhayati Nurhayati; Raimundo Eider Figueredo,59666957900; 57190439932; 57220053327,Antipodal Vivaldi Antenna Using Different Slot Edged Shapes for UltraWideBand Communication,2024,Asia-Pacific Microwave Conference Proceedings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219611099&doi=10.1109%2fAPMC60911.2024.10867271&partnerID=40&md5=f8da0c0284c6dbd850483da5d7c8a05d,"Vidaldi Antipodal Antenna (AVA) provides broadband advantages, especially communications that require wide frequency bands. AVA performance is continuously improved to increase bandwidth, gain and radiation pattern. The purpose of this study is to determine the best slot edge design for maximizing gain and bandwidth. The AVA design is the original AVA, RTSE-AVA (rectangular tapered slot edge), CTSE-AVA (circular), and ETSE-AVA (exponential). This AVA is designed using FR4 substrate with dimensions 65 × 52.5 × 1.6 mm. The AVA result S11 is ≤ -10 dB at frequencies ranging from 3.2 GHz to more than 16 GHz. It was discovered from the simulation results that ETSE-AVA's low-end performance outperformed the others. Meanwhile, the best gain reach for RTSE-AVA at 7 GHz of 8.5 dB. In addition, the RTSE-VA, CTSE-AVA, and ETSE-AVA produce optimal values with higher gain at low and intermediate frequencies compared to the original design. © 2024 IEEE.",Antipodal Vivaldi Antenna; Bandwidth; Tapered Slot Antenna; UltraWide Band,Conference paper,10.1109/APMC60911.2024.10867271,
Kurnia Paranita Kartika Riyanti; Eko Setijadi; Gamantyo Hendrantoro; Nurhayati Nurhayati,58821319100; 55320560100; 6506791671; 57190439932,Optimizing Vivaldi Antenna Performance: Feeding Strategies for Broadband GPR Bandwidth Expansion,2024,2024 IEEE Asia-Pacific Conference on Applied Electromagnetics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219748981&doi=10.1109%2fAPACE62360.2024.10877408&partnerID=40&md5=d22870b694c7816af510dd240beeddf9,"This paper presents the design of a Vivaldi antenna with several types of feedlines, namely microstrip, microstrip with curved, and coplanar waveguide, for broadband Ground Penetrating Radar (GPR) applications. The purpose of using multiple types of feedlines is to widen the antenna's bandwidth without compromising other performance aspects such as gain, radiation pattern, and directivity. The antenna consists of a single element with a simple configuration using an FR-4 substrate with a thickness of 1.6 mm and an overall compact size of 90 mm × 90 mm × 1.635 mm. Furthermore, the implementation of these three types of feedlines offers their own advantages. The microstrip feedline provides multi-band bandwidth characteristics with a gain of 9.78 dB. The microstrip with curved feedline achieves a high gain of up to 9.90 dB with a wider bandwidth characteristic. Meanwhile, the coplanar waveguide feedline offers the widest bandwidth in the range of 1.1 GHz to 4.7 GHz, achieving a gain of 9.85 dB and relatively stable directivity across various frequencies. © 2024 IEEE.",coplanar waveguide; ground penetrating radar; microstrip feedline; vivaldi,Conference paper,10.1109/APACE62360.2024.10877408,
Nurhayati Nurhayati; Fitri Yuli Zulkifli; Eko Setijadi; Bagus Edy Sukoco; Mohd Najib Mohd Yasin; Alexandre Manicoba De Oliveira,57190439932; 24484254500; 55320560100; 57193827295; 57210314287; 55202993200,"Bandwidth, Gain Improvement, and Notched-Band Frequency of SWB Wave Coplanar Vivaldi Antenna Using CSRR",2024,IEEE Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184313665&doi=10.1109%2fACCESS.2024.3359168&partnerID=40&md5=1b0bf9b3abec042c69b5c48727a7089e,"Antennas with high gain that can operate in Super Wide Band (SWB) frequencies can be employed for a variety of wireless applications that serve different telecommunications infrastructure and radar applications. However, wide-bandwidth antennas suffer from interference from other wireless technology networks, necessitating the deployment of strategies to block some undesired signal frequencies. A new method for increasing bandwidth by shortening the taper slot length of the Vivaldi antenna and increasing the antenna radiation pattern by using a wavy structure and adding a Square-Complimentary Split Ring Resonator (S-CSRR) structure that can notched-band several frequencies has been investigated on the Coplanar Vivaldi Antenna (CVA). In this study, we investigated seven different types of antennas: Conventional CVA (C-CVA), CVA-Short Slot and Long-Slot (CVA-SS and CVA-LS) with antenna lengths of 10 and 15 cm, wave CVA (WCVA), and WCVA with CSRR. In all frequency bands ranging from 2.3 to more than 30 GHz, the S11 of the CVA-SS antenna is less than -15 dB with minimum S11 of -62.21 dB. When compared to the CVA-LS without a corrugated construction, the WCVA-SS antenna has 5.77 dBi improvement of directivity at 15 GHz. By incorporating the S-CSRR structure into WCVA, four notched frequency bands are formed: 3.335-3.72 GHz (WiMAX spectrum), 4.72 - 5.354 GHz (WLAN), 6.07-6.743 GHz (Wifi 6E usage), and 7.408-8.293 GHz (X-satellite bands). S-CSRR also potentially result in circular polarization at 4.6-5.3 GHz with the minimum AR of 0.438 (at 5 GHz), at 7.8-8.2 GHz with the minimum AR of 0.732 (at 8GHz) and at 27 GHz with AR of 2.1 by constructing a U shape with four SCRRs. There was also good agreement between simulation and measurement results. As a result, the WCVA-SS antenna with a Square-CSRR structure may be recommended for the usage of SWB antennas, where a single antenna can serve numerous telecommunications and radar system applications.  © 2013 IEEE.",Bandwidth; gain; notch-band; super wide band; Vivaldi antenna,Article,10.1109/ACCESS.2024.3359168,
Fitri Yuli Zulkifli; Aditya Inzani Wahdiyat; Abdurrahman Zufar; Nurhayati Nurhayati; Eko Setijadi,24484254500; 57189241421; 58806612000; 57190439932; 55320560100,Super-Wideband Monopole Printed Antenna with Half-Elliptical-Shaped Patch,2024,Telecom,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205215496&doi=10.3390%2ftelecom5030038&partnerID=40&md5=66a78a645bba457720f6a328c2aa0868,Super-wideband (SWB) antennas have emerged as a promising technology for next-generation wireless communication systems due to their ability to transmit and receive signals across a wide frequency spectrum. A half-elliptical-shaped patch antenna for a super-wideband antenna is proposed in this paper. The proposed antenna was composed of a half-elliptical-shaped patch with a microstrip feedline and a partial ground plane with a triangular inset and a bent edge ground plane. This proposed antenna was designed using Taconic TLY-5 with a dielectric permittivity of 2.2 and a total dimension of 200 × 220 × 1.57 mm3. The proposed antenna demonstrates a bandwidth of 23 GHz (from 0.5 GHz to 23.5 GHz) with a bandwidth ratio of 47:1. © 2024 by the authors.,bandwidth ratio; elliptical shape; microstrip antenna; super wideband (SWB),Article,10.3390/telecom5030038,
Safpbri Johari; Mohd Najib Mohd Yassin; Arif Marwardi Ismail; Nurhayati Nurhayati,58882888700; 57208853429; 57224866382; 57190439932,Gain Enhancement in Antipodal Vivaldi Antennas using Parasitic Elements and Metamaterials,2024,Journal of Physics: Conference Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214358217&doi=10.1088%2f1742-6596%2f2922%2f1%2f012011&partnerID=40&md5=bee65bab9199e58172a7aac14e517bb7,"Conventional Antipodal Vivaldi Antenna (AVA) suffers from limited gain, especially at high frequencies. This paper addresses this challenge by proposing a compact AVA design of 1.28λ0 × 0.91λ0 × 0.18λ0 at 3.5 GHz that achieves significant gain enhancement. The design utilizes strategically placed parasitic elements to manipulate current distribution and a custom metasurface lens to optimize the wavefront. Simulations demonstrate substantial gain improvement compared to a conventional AVA across a wide frequency range. This approach offers a promising solution for high-gain, wideband AVA suitable for long-range and focused signal transmission applications. © 2024 Institute of Physics Publishing. All rights reserved.",,Conference paper,10.1088/1742-6596/2922/1/012011,
Nurhayati Nurhayati; Nessa Nabila Uma; Maheshinta Yunia Farentina; Ratna Dwi Safitri; Agam Nizar Dwi Nur Fahmi; Wa'il A. Godaymi Al-Tumah,57190439932; 59670111300; 59669743100; 59670019100; 59669830500; 57209826480,Wearable Monopole Textile Antenna for IoT Application,2024,Proceedings of the International Conference on Computer Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000020558&doi=10.1109%2fCENIM64038.2024.10882776&partnerID=40&md5=7246a1b20b0b697be216a078cfb14921,"This article presents a flower-shaped textile monopole antenna that is beneficial for broadband applications. The operating frequency band of the textile Monopole antenna can be shifted by varying the height of the antenna flower crown. In this research, Monopole Antennas, namely Monopole Antenna A (MA-A), Monopole Antenna B (MA-B), Monopole Antenna C (MA-C), and Monopole Antenna D (MA-D) with dimensions of 32.5×70×1 mm3have been designed using a felt substrate with a thickness of 1 mm and using the material The patch is shieldit with a thickness of 0.017 mm. From the simulation results it was found that the antenna can work at most frequencies from 1 GHz to 25 GHz. The MA-C has the best resonance at 2.27 GHz of -37,11 dB, while MA-D has resonant frequencies at 2.416 GHz of -21.38 dB and at 3.74 GHz of -32.74 dB. The MA-D antenna has a SAR of 0.65 W/kg so it can be used for wearable devices for Wifi or IoT applications. © 2024 IEEE.",Antenna; Bandwidth; Gain; SAR; Textile Antenna; Wearable antenna,Conference paper,10.1109/CENIM64038.2024.10882776,
Athaya Pradipa Adiwangsa; Pradini Puspitaningayu; Hapsari Peni Agustin Tjahyaningtijas; Lusia Rakhmawati; Nurhayati; Nobuo Funabiki,59544354100; 56516857300; 58028094300; 57200562830; 57190439932; 7007083308,A Proposal of Strength Training Posture Repetition Recognition for Automated Exercise Trainer,2024,2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217036016&doi=10.1109%2fICVEE63912.2024.10823794&partnerID=40&md5=50c7d797dcc3af20edf4fa33bc71c9ee,"The rising of chronic degenerative diseases in global society due to changes in health trends has been a major concern in the last decade. Strength training has been proven to be effective in improving one's metabolism and regulating blood glucose levels, potentially the solution to the current situation. However, not everyone has the time, resources, and access to strength training facilities such as the gym or personal trainer. This paper proposed Strength Training Posture Repetition Recognition for Automated Exercise Trainer or STRAPS to assist people in exercising strength training by themselves. STRAPS offers image content for 2 strength training types, bicep curl and back squat, containing model action of the instructor to be followed by the user and real-time dynamic pose evaluation based on the number of successful repetition. The evaluation was done by applying STRAPS with 2 types of strength training to 4 people of various ages and body proportions from Indonesia, and to confirm the proposal's effectiveness. © 2024 IEEE.",Artificial Intelligence; Image processing; Mediapipe; Posture Repetition; STRAPS; Strength Training,Conference paper,10.1109/ICVEE63912.2024.10823794,
Nurhayati Nurhayati; Agam N. D. N. Fahmi; Pradini Puspitaningayu; Oce Wiriawan; Brian Raafi’u; Fitri A. Iskandarianto; Ahmed Jamal Abdullah Al-Gburi; Atul Varshney; Safpbri Johari,57190439932; 58915625400; 56516857300; 57200374593; 57209222213; 57220054963; 57195478776; 57222227494; 58882888700,Wearable Wideband Textile Coplanar Vivaldi Antenna for Medical and IoT Application,2024,Progress in Electromagnetics Research C,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207514102&doi=10.2528%2fPIERC24080402&partnerID=40&md5=626e91f1e3b9772b961aae2c55a67e60,"Wearable technologies will be extremely useful in the future life. This research proposes a textile wideband coplanar Vivaldi antenna constructed from a felt substrate and two distinct types of patches, shieldit, and copper tape integrated with a wearable device. This study also altered the slope of the tapered slot on the antenna’s front and side to see how it affected the bandwidth and directivity antenna performance. An IoT wearable device that was connected to a microcontroller via a DS18B20 body temperature sensor and a MAX30100 sensor for heart rate and oxygen level monitoring was paired with the textile antenna. Based on the simulation findings, it was discovered that a 1 mm thick felt substrate material combined with a copper tape patch produces a workable frequency range of 2.6 GHz to 8.7 GHz, a minimum S11 of −44.93 dB at 3 GHz, and a fractional bandwidth up to 107%. According to the simulation results, the antenna’s side and front tapered slots have an impact on directivity and return loss. Directivity at 3 GHz can be raised by 2.63 dBi, from 1.94 dBi to 4.57 dBi, by varying the Vivaldi antenna form on both sides of the patch. The data from the sensor was successfully conveyed by combining an IoT wearable device with a textile antenna. Thus, we deduce that the textile coplanar Vivaldi antenna is appropriate for Internet of Things applications. © 2024, Electromagnetics Academy. All rights reserved.",,Article,10.2528/PIERC24080402,"This research proposes a textile wideband coplanar Vivaldi antenna constructed from a felt substrate and two distinct types of patches, shieldit and shieldit, which will be extremely useful in the future life."
Pradini Puspitaningayu; Lusia Rakhmawati; R.R. Hapsari Peni; Nurhayati; Eko Sakti Pramukantoro,56516857300; 57200562830; 59666564300; 57190439932; 57193826850,A Novel Framework for Real-Time Exercise Tracking using Multiple Wearable ECG Sensors,2024,2024 IEEE International Conference on E-Health Networking,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219630464&doi=10.1109%2fHEALTHCOM60970.2024.10880777&partnerID=40&md5=ba929a9a751b1fbee6a569c7132c5326,"Conventional methods of monitoring exercise have mostly focused on individual athletes, neglecting the importance of simultaneously tracking several athletes participating in group workouts. Nowadays, with the advancement of consumer technology and IoT, it becomes possible to simultaneously monitor a group of athletes’ performance. To address this gap, we propose a concurrent real-time exercise monitoring. The system adopts multiple commercial wearable heart rate sensors communicating with a single-board computer via Bluetooth low-energy (BLE). We outline the design and functionality of the proposed system, emphasizing its potential applications in team sports training and performance optimization. The results on the functionality and received signal strength indicator (RSSI) test on a group of people in a gym facility show the feasibility of the system. By concurrently monitoring the heart rate data of multiple athletes, we aim to enhance the effectiveness and efficiency of exercise monitoring, specifically targeting the needs of group athletes and their respective sports teams. © 2024 IEEE.",BLE; concurrent exercise monitoring; IoT; sports performance tracking; wearable device,Conference paper,10.1109/HEALTHCOM60970.2024.10880777,
Ahmad Kamal Sudrajat; Ibrohim Ibrohim; Herawati Susilo; Murni Sapta Sari,57211783369; 57191815729; 57133003100; 57209793741,Learn from Covid-19 pandemic: Biology teacher perception about their professionalism and its development during online learning,2024,AIP Conference Proceedings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194753226&doi=10.1063%2f5.0215058&partnerID=40&md5=97ce548c8604d04088ef2fbb40456659,"The COVID-19 pandemic has changed various aspects of education, including teachers' perceptions of professionalism. This study aimed to determine the teacher's perception of professionalism and its development during the pandemic. A case study was conducted to determine the teacher's perception. The research was carried out from June to July 2021. The research participants were 29 teachers who were members of the Malang Regency Biology MGMP. Furthermore, four teachers with different backgrounds (one senior teacher teaching in public schools, one senior teacher teaching in private schools, one junior teacher teaching in public schools, and one junior teacher teaching in private schools) were selected to enter the program. Data collection was carried out through surveys and structured interviews with teachers. The survey data were analysed quantitatively. The interview data were analysed qualitatively using the content analysis method. The results showed that most of the teachers had considered themselves professional teachers. The case study results show that teachers have entered the dimensions of Compliant and Collaborative Professionalism. The results showed that 55% of teachers considered themselves professional, 38% considered themselves unprofessional, and 7% answered maybe. The results of the interviews indicate that teachers already have the awareness to improve their professionalism. © 2024 Author(s).",,Conference paper,10.1063/5.0215058,
Devi Alvionita; Ibrohim Ibrohim; Sueb Sueb; Novela Memiasih; Yanang Surya Putra Hardyanto,57217913227; 57191815729; 57204626410; 59150670200; 57222355120,Development of an electronic module on the subject of ecosystems and environmental changes based on problem-based learning assisted by augmented reality macrozoobenthos,2024,AIP Conference Proceedings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194749442&doi=10.1063%2f5.0215075&partnerID=40&md5=3f45c389ef6f8ab7be9209e8fccfb52c,"The impact of changes in technology, information, and communication (ICT) is currently playing a tremendous role in the education system. Changes in student learning patterns, which are influenced by technology, are one of the big challenges that need to be addressed immediately. Related to this problem, development research was carried out that aims to develop technology-based teaching materials that meet valid and practical requirements. This research consists of five stages, which refer to the model of Lee and Owen (2014); these are assessment and analysis, design, development, implementation, and evaluation. Quantitative data were analyzed descriptive quantitatively from the results of validation, trials, and practical results of teaching material. Qualitative data were analyzed descriptive qualitative obtained from suggestions and comments from validators, biology education practitioners, and students. The trial and implementation of teaching material were carried out at MAN 1 Jember from May to June 2022. The results showed that teaching materials validity reached 100% from material experts and media experts in the very valid category, reaching 93% of biology education practitioners in the very valid category and 97% of the trials in the very valid category. The results of the practicality test reached 88.1% in the very practical category. From this research, it can be concluded that the electronic module for ecosystems and environmental change learning based on PBL and assisted by augmented reality is valid and practical, which can be used in subsequent research. © 2024 Author(s).",,Conference paper,10.1063/5.0215075,
Muh. Syahriridani; Herawati Susilo; Ibrohim Ibrohim; Frida Kunti Setiowati,59150197800; 57133003100; 57191815729; 57214226481,Development of the written communication skills in plant physiology course in the application of problem-based learning (PBL),2024,AIP Conference Proceedings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194747782&doi=10.1063%2f5.0214957&partnerID=40&md5=03be2c2138dcfd9c5fc29b873fddeb3f,"Digital communication technology is widely used to build relationships between fellow human beings in all parts of the world. Relationships are built through messages in the form of electronic mail that can be sent anytime and anywhere instantly. One of the skills needed to convey messages via electronic mail is written communication skills. There are three aspects of written communication skills that can be assessed, namely organisational patterns, selection of appropriate content, clarity of language and conciseness of writing. The purpose of this study was to train the student's written communication skills through the application of problem-based learning (PBL) in the Plant Physiology course. The number of samples used were 30 students from the 2020 odd semester at the Department of Biology, State University of Malang. The results of data analysis showed that the average score of the student's written communication skills increased from the initial test to the final test in the aspects of the use of writing organisational patterns as much as 15.22%, providing appropriate content as much as 14.89%, and clarity and conciseness as much as 13.56%. Students improve their written communication skills from the initial test in the low category to the final test in the medium category, with details of 19 students on the aspect of using the pattern of writing organisation, 19 students on the aspect of providing appropriate content and 18 students on the aspect of clarity and conciseness of writing. The ability of students to write based on appropriate content is strongly supported by an understanding of the concept. © 2024 Author(s).",,Conference paper,10.1063/5.0214957,
